Country;Year;pop;ISO3166_alpha3;Region;SubRegion;OPEC;EU;OECD;coalcons_mtoe;gascons_mtoe;geothermal_mtoe;hydro_mtoe;nuclear_mtoe;oilcons_mtoe;solar_mtoe;wind_mtoe
Algeria;1965;12.626952;DZA;Africa;Northern Africa;1;0;0;0.07;0.638907997;0;0.089;0;1.324613237;0;0
Algeria;1966;12.980267;DZA;Africa;Northern Africa;1;0;0;0.068;0.663736028;0;0.082;0;1.743138889;0;0
Algeria;1967;13.354197;DZA;Africa;Northern Africa;1;0;0;0.052;0.643873603;0;0.092;0;1.628721506;0;0
Algeria;1968;13.744387;DZA;Africa;Northern Africa;1;0;0;0.055;0.676977644;0;0.126;0;1.734075786;0;0
Algeria;1969;14.144438;DZA;Africa;Northern Africa;1;0;0;0.07;0.89008491;0;0.082;0;1.831980224;0;0
Algeria;1970;14.550034;DZA;Africa;Northern Africa;1;0;0;0.083;0.836704643;0;0.132;0;2.093523717;0;0
Algeria;1971;14.960109;DZA;Africa;Northern Africa;1;0;0;0.023;0.950085985;0;0.074;0;2.359419628;0;0
Algeria;1972;15.377093;DZA;Africa;Northern Africa;1;0;0;0.02;1.103192175;0;0.113;0;2.589975423;0;0
Algeria;1973;15.804428;DZA;Africa;Northern Africa;1;0;0;0.023;1.535613715;0;0.171;0;2.828920464;0;0
Algeria;1974;16.247113;DZA;Africa;Northern Africa;1;0;0;0.019;1.777687016;0;0.113;0;3.142204715;0;0
Algeria;1975;16.709099;DZA;Africa;Northern Africa;1;0;0;0.024;2.449699054;0;0.074;0;3.493608555;0;0
Algeria;1976;17.190239;DZA;Africa;Northern Africa;1;0;0;0.047;2.896603611;0;0.087;0;4.017001935;0;0
Algeria;1977;17.690184;DZA;Africa;Northern Africa;1;0;0;0.061;3.086951849;0;0.061;0;4.540541153;0;0
Algeria;1978;18.212326;DZA;Africa;Northern Africa;1;0;0;0.031;4.957330181;0;0.058;0;4.695438067;0;0
Algeria;1979;18.760761;DZA;Africa;Northern Africa;1;0;0;0.072;7.009780739;0;0.066;0;5.616390131;0;0
Algeria;1980;19.337715;DZA;Africa;Northern Africa;1;0;0;0.064;9.409823732;0;0.058;0;5.692384351;0;0
Algeria;1981;19.943664;DZA;Africa;Northern Africa;1;0;0;0.045;12.23194325;0;0.082;0;6.132680376;0;0
Algeria;1982;20.575701;DZA;Africa;Northern Africa;1;0;0;0.835;13.8788693;0;0.108;0;6.498144263;0;0
Algeria;1983;21.228289;DZA;Africa;Northern Africa;1;0;0;0.745;15.19475494;0;0.053;0;7.299434317;0;0
Algeria;1984;21.893853;DZA;Africa;Northern Africa;1;0;0;0.826;13.34920464;0;0.103;0;8.08271766;0;0
Algeria;1985;22.565905;DZA;Africa;Northern Africa;1;0;0;0.862;13.22506449;0;0.146173689;0;8.302132679;0;0
Algeria;1986;23.241272;DZA;Africa;Northern Africa;1;0;0;0.885;14.48301806;0;0.056568765;0;8.428310762;0;0
Algeria;1987;23.917897;DZA;Africa;Northern Africa;1;0;0;1.058;14.81405847;0;0.112911255;0;8.521111254;0;0
Algeria;1988;24.591492;DZA;Africa;Northern Africa;1;0;0;0.995;16.69271281;0;0.041408336;0;8.527308565;0;0
Algeria;1989;25.257672;DZA;Africa;Northern Africa;1;0;0;0.841;15.70786758;0;0.051138164;0;8.936944206;0;0
Algeria;1990;25.912367;DZA;Africa;Northern Africa;1;0;0;0.659;16.77547291;0;0.030547133;0;9.614068429;0;0
Algeria;1991;26.554329;DZA;Africa;Northern Africa;1;0;0;0.68;16.56857266;0;0.066298593;0;9.512277396;0;0
Algeria;1992;27.181094;DZA;Africa;Northern Africa;1;0;0;0.808;17.10651333;0;0.045028737;0;9.569445878;0;0
Algeria;1993;27.786259;DZA;Africa;Northern Africa;1;0;0;0.658;15.35199914;0;0.079875096;0;9.523205216;0;0
Algeria;1994;28.362253;DZA;Africa;Northern Africa;1;0;0;0.62;16.17960017;0;0.03756166;0;9.118735669;0;0
Algeria;1995;28.904298;DZA;Africa;Northern Africa;1;0;0;0.62;17.38789768;0;0.043671087;0;8.868639964;0;0
Algeria;1996;29.411415;DZA;Africa;Northern Africa;1;0;0;0.292;17.85963027;0;0.030547133;0;8.462775557;0;0
Algeria;1997;29.886839;DZA;Africa;Northern Africa;1;0;0;0.512;16.6844368;0;0.016970629;0;8.395822824;0;0
Algeria;1998;30.335732;DZA;Africa;Northern Africa;1;0;0;0.548;17.25548151;0;0.048649138;0;8.655094416;0;0
Algeria;1999;30.765613;DZA;Africa;Northern Africa;1;0;0;0.587;17.63617799;0;0.045933837;0;8.503727071;0;0
Algeria;2000;31.18366;DZA;Africa;Northern Africa;1;0;0;0.485;16.42415628;0;0.012218853;0;8.867797053;0;0
Algeria;2001;31.592153;DZA;Africa;Northern Africa;1;0;0;0.56;16.96664875;0;0.015612979;0;9.18102613;0;0
Algeria;2002;31.995046;DZA;Africa;Northern Africa;1;0;0;0.735;16.75312769;0;0.012897678;0;10.1803293;0;0
Algeria;2003;32.403514;DZA;Africa;Northern Africa;1;0;0;0.606;17.70693788;0;0.059962891;0;10.59106776;0;0
Algeria;2004;32.831096;DZA;Africa;Northern Africa;1;0;0;0.723;18.22005052;0;0.05679504;0;11.07023476;0;0
Algeria;2005;33.288437;DZA;Africa;Northern Africa;1;0;0;0.594;19.22268917;0;0.125650541;0;11.54027385;0;0
Algeria;2006;33.777915;DZA;Africa;Northern Africa;1;0;0;0.882;19.6472485;0;0.049237453;0;12.02456756;0;0
Algeria;2007;34.300076;DZA;Africa;Northern Africa;1;0;0;0.757;20.10376737;0;0.051138164;0;13.44711922;0;0
Algeria;2008;34.860715;DZA;Africa;Northern Africa;1;0;0;0.757;20.98382416;0;0.064035842;0;14.61013727;0;0
Algeria;2009;35.46576;DZA;Africa;Northern Africa;1;0;0;0.486;22.5380589;0;0.077386071;0;15.48877295;0;0
Algeria;2010;36.117637;DZA;Africa;Northern Africa;1;0;0;0.31;21.77749355;0;0.039145585;0;15.48141488;0.002059103;0
Algeria;2011;36.819558;DZA;Africa;Northern Africa;1;0;0;0.275;23.04124033;0;0.085531973;0;16.52860301;0.004099821;0
Algeria;2012;37.565847;DZA;Africa;Northern Africa;1;0;0;0.292;25.68708083;0;0.088020998;0;17.57482956;0.006046752;0
Algeria;2013;38.338562;DZA;Africa;Northern Africa;1;0;0;0.158;27.61952923;0;0.022401231;0;18.36426354;0.006471467;0
Algeria;2014;39.113313;DZA;Africa;Northern Africa;1;0;0;0.179;31.03338349;0;0.043671087;0;19.08212836;0.013576504;0.000226275
Algeria;2015;39.871528;DZA;Africa;Northern Africa;1;0;0;0.133;32.60748065;0;0.032809884;0;20.30511464;0.013123953;0.004299226
Algeria;2016;40.606052;DZA;Africa;Northern Africa;1;0;0;0.049;33.18680138;0;0.016291804;0;19.72837827;0.05543739;0.004311005
Algeria;2017;41.318142;DZA;Africa;Northern Africa;1;0;0;0.182;33.43508169;0;0.012671403;0;19.37999173;0.11404263;0.004299226
Algeria;2018;42.008054;DZA;Africa;Northern Africa;1;0;0;0.182;36.74548581;0;0.026474182;0;19.62136751;0.136443861;0.002262751
Angola;1965;6.203299;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1966;6.30977;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1967;6.414995;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1968;6.523791;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1969;6.642632;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1970;6.776381;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1971;6.927269;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1972;7.094834;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1973;7.27796;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1974;7.474338;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1975;7.682479;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1976;7.900997;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1977;8.130988;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1978;8.376147;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1979;8.641521;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1980;sie.99;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1981;9.244507;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1982;9.582156;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1983;9.931562;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1984;10.277321;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1985;10.609042;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1986;10.921037;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1987;11.218268;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1988;11.513968;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1989;11.827237;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1990;12.171441;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1991;12.553446;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1992;12.968345;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1993;13.403734;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1994;13.841301;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1995;14.268994;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1996;14.682284;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1997;15.088981;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1998;15.504318;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;1999;15.949766;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2000;16.440924;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2001;16.983266;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2002;17.572649;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2003;18.203369;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2004;18.865716;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2005;19.552542;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2006;20.262399;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2007;20.997687;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2008;21.75942;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2009;22.549547;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2010;23.369131;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2011;24.218565;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2012;25.09615;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2013;25.99834;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2014;26.920466;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2015;27.859305;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2016;28.813463;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2017;29.784193;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Angola;2018;30.774205;AGO;Africa;Middle Africa;1;0;0;;;;;;;;
Argentina;1965;22.28339;ARG;S. & Cent. America;South America;0;0;0;0.727003369;3.545485813;0;0.274;0;22.36795304;0;0
Argentina;1966;22.608748;ARG;S. & Cent. America;South America;0;0;0;0.599468469;3.839828031;0;0.278;0;23.09241634;0;0
Argentina;1967;22.932203;ARG;S. & Cent. America;South America;0;0;0;0.674152794;4.015429923;0;0.284;0;23.66179074;0;0
Argentina;1968;23.261278;ARG;S. & Cent. America;South America;0;0;0;0.655119112;4.471158641;0;0.335;0;24.16229383;0;0
Argentina;1969;23.605987;ARG;S. & Cent. America;South America;0;0;0;0.784365434;4.454434652;0;0.3;0;25.10591177;0;0
Argentina;1970;23.973058;ARG;S. & Cent. America;South America;0;0;0;1.007962028;5.033920894;0;0.343;0;22.54168547;0;0
Argentina;1971;24.366439;ARG;S. & Cent. America;South America;0;0;0;0.883709547;5.434460447;0;0.345;0;24.07352623;0;0
Argentina;1972;24.782949;ARG;S. & Cent. America;South America;0;0;0;0.743877463;6.098402837;0;0.336;0;24.10638449;0;0
Argentina;1973;25.213388;ARG;S. & Cent. America;South America;0;0;0;0.81655391;6.939619518;0;0.67;0;24.18898584;0;0
Argentina;1974;25.644506;ARG;S. & Cent. America;South America;0;0;0;1.016846248;7.345176268;0;1.125;0.232;24.27377212;0;0
Argentina;1975;26.066975;ARG;S. & Cent. America;South America;0;0;0;0.989762708;7.525795357;0;1.162;0.518;22.86674692;0;0
Argentina;1976;26.477152;ARG;S. & Cent. America;South America;0;0;0;1.001082133;8.470700774;0;1.118;0.531;23.7542307;0;0
Argentina;1977;26.878565;ARG;S. & Cent. America;South America;0;0;0;0.946560884;8.846990542;0;1.291;0.366;25.04210194;0;0
Argentina;1978;27.277741;ARG;S. & Cent. America;South America;0;0;0;1.153843109;8.604492691;0;1.734;0.648;25.04118936;0;0
Argentina;1979;27.684534;ARG;S. & Cent. America;South America;0;0;0;1.074950458;8.846990542;0;2.384;0.602;26.48741507;0;0
Argentina;1980;28.105888;ARG;S. & Cent. America;South America;0;0;0;0.958262221;9.641380052;0;3.388;0.523;24.78575456;0;0
Argentina;1981;28.543364;ARG;S. & Cent. America;South America;0;0;0;0.908036733;10.07620378;0;3.281;0.63;22.97796327;0;0
Argentina;1982;28.993987;ARG;S. & Cent. America;South America;0;0;0;0.917117468;11.44757094;0;3.959;0.421;22.03964147;0;0
Argentina;1983;29.454738;ARG;S. & Cent. America;South America;0;0;0;0.832327019;12.30885641;0;04.gru;0.762;22.4366215;0;0
Argentina;1984;29.920904;ARG;S. & Cent. America;South America;0;0;0;0.61781803;13.10324592;0;4.446;1.038;21.15114018;0;0
Argentina;1985;30.388783;ARG;S. & Cent. America;South America;0;0;0;0.911402043;13.38755374;0;4.674;1.305;19.13187317;0;0
Argentina;1986;30.857244;ARG;S. & Cent. America;South America;0;0;0;1.041216623;14.46625107;0;4.753700774;1.292;21.97596236;0;0
Argentina;1987;31.326473;ARG;S. & Cent. America;South America;0;0;0;1.15560385;14.47461307;0;4.935803095;1.463;23.45511536;0;0
Argentina;1988;31.795517;ARG;S. & Cent. America;South America;0;0;0;1.184208911;16.90795357;0;3.518526135;1.312;23.39030649;0;0
Argentina;1989;32.263561;ARG;S. & Cent. America;South America;0;0;0;1.28140741;17.76087704;0;2.936351179;sty.14;21.22009131;0;0
Argentina;1990;32.729739;ARG;S. & Cent. America;South America;0;0;0;1.054697523;16.96648753;0;4.051037109;1.647;20.07249264;0;0
Argentina;1991;33.193918;ARG;S. & Cent. America;South America;0;0;0;0.928118012;17.27588134;0;3.665504186;1.755;20.67947855;0;0
Argentina;1992;33.655151;ARG;S. & Cent. America;South America;0;0;0;1.046273744;18.68069647;0;4.475505839;1.603;21.84384463;0;0
Argentina;1993;34.110917;ARG;S. & Cent. America;South America;0;0;0;0.693894;19.72594583;0;5.330016461;1.754;21.63606788;0;0
Argentina;1994;34.558115;ARG;S. & Cent. America;South America;0;0;0;0.607489853;20.27783749;0;6.329544255;1.864;20.91478179;0;0
Argentina;1995;34.994814;ARG;S. & Cent. America;South America;0;0;0;0.637502357;22.56902408;0;6.439363084;1.599;20.79975805;0;0
Argentina;1996;35.419682;ARG;S. & Cent. America;South America;0;0;0;0.66782598;25.89709802;0;5.870747572;1.688;21.61858835;0;0.002176314
Argentina;1997;35.833969;ARG;S. & Cent. America;South America;0;0;0;0.526888565;23.86513328;0;7.473856088;1.802;21.64478091;0;0.003301806
Argentina;1998;36.24159;ARG;S. & Cent. America;South America;0;0;0;0.708289713;25.51244626;0;7.336241996;1.687;22.12311274;3.85E-06;0.007363217
Argentina;1999;36.648068;ARG;S. & Cent. America;South America;0;0;0;0.849997381;27.05941531;0;6.00309334;1.608;20.59892646;5.88E-06;0.007870073
Argentina;2000;37.057452;ARG;S. & Cent. America;South America;0;0;0;0.645971393;27.77018487;0;7.701047676;1.398;20.80624804;8.15E-06;0.007864869
Argentina;2001;37.471509;ARG;S. & Cent. America;South America;0;0;0;0.529394005;25.99744196;0;9.481663263;1.597;20.04422201;9.73E-06;0.011169163
Argentina;2002;37.88937;ARG;S. & Cent. America;South America;0;0;0;0.394350515;25.31175838;0;9.38295934;1.317;18.47579242;1.06E-05;0.016609721
Argentina;2003;38.309379;ARG;S. & Cent. America;South America;0;0;0;0.480985781;28.91577816;0;8.842847628;1.712;19.01495204;1.47E-05;0.017639046
Argentina;2004;38.728696;ARG;S. & Cent. America;South America;0;0;0;0.81855713;31.65015047;0;8.010788521;1.783;20.00406573;1.58E-05;0.016392723
Argentina;2005;39.145488;ARG;S. & Cent. America;South America;0;0;0;0.94253181;33.78245916;0;8.90394418;1.554;21.26284064;1.83E-05;0.016228371
Argentina;2006;39.55889;ARG;S. & Cent. America;South America;0;0;0;0.853294977;34.95313844;0;9.871023216;1.747069738;22.35254942;2.04E-05;0.015757795
Argentina;2007;39.970224;ARG;S. & Cent. America;South America;0;0;0;1.234768796;36.72588134;0;8.539847038;1.641399285;24.82879574;2.46E-05;0.01393696
Argentina;2008;40.382389;ARG;S. & Cent. America;South America;0;0;0;1.506110811;37.13561909;0;8.417205956;1.673077793;25.53354715;3.25E-05;0.009492483
Argentina;2009;40.799407;ARG;S. & Cent. America;South America;0;0;0;0.827251768;35.97210513;0;9.22817577;1.851608816;25.0061195;1.72E-05;0.008334056
Argentina;2010;41.223889;ARG;S. & Cent. America;South America;0;0;0;1.158390374;36.18866428;0;9.173869756;1.631443182;28.56886252;1.94E-05;0.005736436
Argentina;2011;41.656879;ARG;S. & Cent. America;South America;0;0;0;1.256977237;37.69543309;0;8.969769652;1.448160384;28.8523768;0.000365208;0.006016778
Argentina;2012;42.096739;ARG;S. & Cent. America;South America;0;0;0;1.175337969;39.26415248;0;8.344119111;1.448612934;30.14681424;0.001849339;0.083690546
Argentina;2013;42.539925;ARG;S. & Cent. America;South America;0;0;0;1.284548815;39.57668871;0;9.20939494;1.404489297;32.35158429;0.003410888;0.102582902
Argentina;2014;42.981515;ARG;S. & Cent. America;South America;0;0;0;1.366441668;39.68613849;0;9.24650405;1.247680681;31.91601582;0.00360773;0.140175363
Argentina;2015;43.417765;ARG;S. & Cent. America;South America;0;0;0;1.359770359;40.11398819;0;9.451712902;1.592750147;32.90495819;0.003322397;0.134256904
Argentina;2016;43.84743;ARG;S. & Cent. America;South America;0;0;0;1.04803451;41.45314806;0;8.656015131;1.874688872;32.31405176;0.003229624;0.123853691
Argentina;2017;44.271041;ARG;S. & Cent. America;South America;0;0;0;1.076980927;41.53054906;0;9.400139969;1.377562565;32.03698251;0.003714758;0.13838236
Argentina;2018;44.688864;ARG;S. & Cent. America;South America;0;0;0;1.217355196;41.87810807;0;9.424232835;1.55509861;30.11377879;0.024466789;0.319658728
Australia;1965;11.363313;AUS;Asia Pacific;Asia Pacific;0;0;1;17.37126206;0.002534394;0;sty.74;0;15.57330042;0;0
Australia;1966;11.643451;AUS;Asia Pacific;Asia Pacific;0;0;1;18.00420369;0.003379192;0;1.662;0;18.40477661;0;0
Australia;1967;11.949357;AUS;Asia Pacific;Asia Pacific;0;0;1;18.50816853;0.003379192;0;1.721;0;20.15372026;0;0
Australia;1968;12.265087;AUS;Asia Pacific;Asia Pacific;0;0;1;19.06229101;0.026188736;0;1.799;0;21.95055785;0;0
Australia;1969;gru.83;AUS;Asia Pacific;Asia Pacific;0;0;1;19.71434031;0.354815133;0;1.965;0;22.56647669;0;0
Australia;1970;12.842907;AUS;Asia Pacific;Asia Pacific;0;0;1;19.92213624;1.487874;0;2.301372811;0;24.95231485;0;0
Australia;1971;13.084157;AUS;Asia Pacific;Asia Pacific;0;0;1;19.9973727;2.2206947;0;2.60384731;0;26.27210359;0;0
Australia;1972;13.296872;AUS;Asia Pacific;Asia Pacific;0;0;1;20.88826789;3.1878128;0;2.614226909;0;26.74405465;0;0
Australia;1973;13.486438;AUS;Asia Pacific;Asia Pacific;0;0;1;21.75289004;4.0471883;0;2.779979002;0;28.53765728;0;0
Australia;1974;13.662048;AUS;Asia Pacific;Asia Pacific;0;0;1;22.70588516;4.61754;0;3.139322125;0;30.24378017;0;0
Australia;1975;13.831206;AUS;Asia Pacific;Asia Pacific;0;0;1;23.43436515;4.9587249;0;3.3687382;0;29.93160098;0;0
Australia;1976;13.994623;AUS;Asia Pacific;Asia Pacific;0;0;1;24.22972198;5.85358705;0;3.202665249;0;30.59514061;0;0
Australia;1977;14.152065;AUS;Asia Pacific;Asia Pacific;0;0;1;25.29497468;6.686882;0;3.064658144;0;32.03789832;0;0
Australia;1978;14.309298;AUS;Asia Pacific;Asia Pacific;0;0;1;25.95538359;7.1990869;0;3.320665565;0;32.27119658;0;0
Australia;1979;14.473242;AUS;Asia Pacific;Asia Pacific;0;0;1;27.13169963;8.2867741;0;3.223527085;0;32.82954131;0;0
Australia;1980;14.649114;AUS;Asia Pacific;Asia Pacific;0;0;1;27.924668;9.5155528;0;3.047155225;0;31.48625077;0;0
Australia;1981;14.838494;AUS;Asia Pacific;Asia Pacific;0;0;1;28.64478838;10.3133611;0;3.137607775;0;30.46804179;0;0
Australia;1982;15.041065;AUS;Asia Pacific;Asia Pacific;0;0;1;28.9493169;10.0585413;0;2.889608092;0;30.60849556;0;0
Australia;1983;15.257358;AUS;Asia Pacific;Asia Pacific;0;0;1;28.93856884;10.9264678;0;2.743279178;0;30.07942467;0;0
Australia;1984;15.487214;AUS;Asia Pacific;Asia Pacific;0;0;1;30.60213051;10.77534512;0;2.970074852;0;31.51041545;0;0
Australia;1985;15.729643;AUS;Asia Pacific;Asia Pacific;0;0;1;31.65424668;11.51785239;0;3.154389872;0;30.10084565;0;0
Australia;1986;15.986164;AUS;Asia Pacific;Asia Pacific;0;0;1;32.45796312;12.58205342;0;3.173688464;0;30.80680202;0;0
Australia;1987;16.254935;AUS;Asia Pacific;Asia Pacific;0;0;1;33.82296742;12.8456226;0;3.080462506;0;31.39335649;0;0
Australia;1988;16.52743;AUS;Asia Pacific;Asia Pacific;0;0;1;35.57729053;13.1550641;0;3.243527085;0;32.88285862;0;0
Australia;1989;16.792294;AUS;Asia Pacific;Asia Pacific;0;0;1;37.3137002;14.3487224;0;3.225249808;0;34.06488252;0;0
Australia;1990;17.041431;AUS;Asia Pacific;Asia Pacific;0;0;1;38.20698385;14.42471859;0;3.339706748;0;34.56073742;0;0
Australia;1991;17.271874;AUS;Asia Pacific;Asia Pacific;0;0;1;38.97367918;13.82811777;0;3.541996651;0;33.60503939;0.001233199;0
Australia;1992;17.485948;AUS;Asia Pacific;Asia Pacific;0;0;1;39.2053597;14.3052081;0;3.607163868;0;33.75360579;0.002737928;0
Australia;1993;17.687479;AUS;Asia Pacific;Asia Pacific;0;0;1;39.45734212;14.83176552;0;3.707969408;0;35.46739094;0.003303616;0.00045255
Australia;1994;17.882737;AUS;Asia Pacific;Asia Pacific;0;0;1;40.26344702;16.47175988;0;3.654342218;0;36.81360642;0.003937186;0.001244513
Australia;1995;18.076743;AUS;Asia Pacific;Asia Pacific;0;0;1;41.63083978;16.63075599;0;3.536905462;0;37.96745797;0.004785718;0.001583925
Australia;1996;18.271685;AUS;Asia Pacific;Asia Pacific;0;0;1;43.3326168;16.75207503;0;3.613273295;0;38.56009242;0.005792642;0.001583925
Australia;1997;18.467588;AUS;Asia Pacific;Asia Pacific;0;0;1;45.52522213;16.44927352;0;3.609652894;0;39.25491329;0.006935331;0.001697063
Australia;1998;18.665045;AUS;Asia Pacific;Asia Pacific;0;0;1;47.55660648;16.93492746;0;3.574693397;0;39.2066473;0.008055392;0.004072951
Australia;1999;18.864112;AUS;Asia Pacific;Asia Pacific;0;0;1;50.50467388;17.34656377;0;3.684097389;0;40.42539463;0.009186767;0.009729828
Australia;2000;19.065837;AUS;Asia Pacific;Asia Pacific;0;0;1;50.86703289;17.67418703;0;3.725958275;0;40.21135066;0.010578359;0.030320858
Australia;2001;19.268533;AUS;Asia Pacific;Asia Pacific;0;0;1;50.35355874;19.06218324;0;3.648345929;0;40.46835964;0.012252794;0.064940942
Australia;2002;19.475191;AUS;Asia Pacific;Asia Pacific;0;0;1;51.48706325;19.61721156;0;3.64189709;0;40.33541679;0.013191836;0.120729058
Australia;2003;19.696972;AUS;Asia Pacific;Asia Pacific;0;0;1;52.96166939;19.77152991;5.66E-05;3.668043173;0;40.30904715;0.014300584;0.159308956
Australia;2004;19.948429;AUS;Asia Pacific;Asia Pacific;0;0;1;55.18745468;20.16646685;0.000113138;3.549497669;0;41.45135636;0.016506766;0.179888673
Australia;2005;20.238903;AUS;Asia Pacific;Asia Pacific;0;0;1;54.86921052;19.99912493;0.000113138;3.499502195;0;41.31397323;0.019018419;0.293942617
Australia;2006;20.573606;AUS;Asia Pacific;Asia Pacific;0;0;1;56.35531925;22.30701899;0.000113138;3.381703399;0;44.67057474;0.022061818;0.489229307
Australia;2007;20.946664;AUS;Asia Pacific;Asia Pacific;0;0;1;55.8665842;24.95254987;0.000113138;2.952651944;0;44.46768315;0.025738788;0.645359099
Australia;2008;21.342493;AUS;Asia Pacific;Asia Pacific;0;0;1;58.23767044;24.53564741;0.000113138;2.673473775;0;45.17542775;0.031497488;0.782560981
Australia;2009;21.73904;AUS;Asia Pacific;Asia Pacific;0;0;1;56.31728096;25.05282399;0.000113138;2.860580622;0;45.43986164;0.065674533;1.004152147
Australia;2010;22.120064;AUS;Asia Pacific;Asia Pacific;0;0;1;52.23752867;29.04868912;0.000113138;3.110376974;0;45.610856;0.221217423;1.127981174
Australia;2011;22.479799;AUS;Asia Pacific;Asia Pacific;0;0;1;50.91767866;30.33798918;0.000113138;4.442684527;0;48.15615438;0.462629898;1.455401186
Australia;2012;22.821849;AUS;Asia Pacific;Asia Pacific;0;0;1;47.75085905;30.43050687;0.000113138;3.865456849;0;49.57606648;0.545775445;1.747974838
Australia;2013;23.150729;AUS;Asia Pacific;Asia Pacific;0;0;1;45.39822698;31.96344152;0.000113138;4.331809748;0;49.88772077;0.870570666;2.09508078
Australia;2014;23.474668;AUS;Asia Pacific;Asia Pacific;0;0;1;44.96752138;34.47972243;0.000124451;3.288229171;0;50.58506942;1.120514097;2.212291261
Australia;2015;23.799556;AUS;Asia Pacific;Asia Pacific;0;0;1;46.5023999;36.20547718;9.22E-05;3.156310811;0;48.51056263;1.348146807;2.670498258
Australia;2016;24.125848;AUS;Asia Pacific;Asia Pacific;0;0;1;46.52926471;35.87796416;8.10E-05;4.001440693;0;50.26049524;1.691314432;2.947547405
Australia;2017;24.450561;AUS;Asia Pacific;Asia Pacific;0;0;1;45.06651832;35.46194197;5.68E-05;3.062525908;0;51.10274591;2.026318052;2.985457302
Australia;2018;24.772247;AUS;Asia Pacific;Asia Pacific;0;0;1;44.2764814;35.59472746;0;3.907297371;0;53.3331625;2.733651401;3.680699642
Austria;1965;7.305158;AUT;Europe;Europe;0;1;1;5.082966445;1.507192339;0;3.639181789;0;5.614572203;0;0
Austria;1966;7.35224;AUT;Europe;Europe;0;1;1;4.855339328;1.618317646;0;3.921573064;0;6.172730725;0;0
Austria;1967;7.397171;AUT;Europe;Europe;0;1;1;4.595950289;1.550445719;0;4.004616011;0;6.581952876;0;0
Austria;1968;7.439579;AUT;Europe;Europe;0;1;1;4.537720096;1.653393775;0;4.114811965;0;7.606712573;0;0
