Country;Year;pop;ISO3166_alpha3;Region;SubRegion;OPEC;EU;OECD;co2_mtco2;coalprod_mtoe;elect_twh;gasprod_mtoe;oilprod_mt
Curacao;1995;0.143884;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;1996;0.141983;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;1997;0.139569;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;1998;0.136891;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;1999;0.134311;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2000;0.132099;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2001;0.130277;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2002;0.128829;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2003;0.128021;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2004;0.128157;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2005;0.129394;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2006;0.131898;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2007;0.135498;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2008;0.13973;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2009;0.143933;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2010;0.147608;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2011;0.150593;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2012;0.152985;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2013;0.154895;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2014;0.156512;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2015;0.15801;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2016;0.159371;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2017;0.160539;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Curacao;2018;0.161577;CUW;S. & Cent. America;Caribbean;0;0;0;;;;;
Cyprus;1965;0.580966;CYP;Europe;Europe;0;1;0;1.213839504;;;;
Cyprus;1966;0.585308;CYP;Europe;Europe;0;1;0;1.345540419;;;;
Cyprus;1967;0.591308;CYP;Europe;Europe;0;1;0;1.464236559;;;;
Cyprus;1968;0.598493;CYP;Europe;Europe;0;1;0;1.631066823;;;;
Cyprus;1969;0.606113;CYP;Europe;Europe;0;1;0;1.922657814;;;;
Cyprus;1970;0.613621;CYP;Europe;Europe;0;1;0;2.043686628;;;;
Cyprus;1971;0.620859;CYP;Europe;Europe;0;1;0;2.402040276;;;;
Cyprus;1972;0.628002;CYP;Europe;Europe;0;1;0;2.742011819;;;;
Cyprus;1973;0.635111;CYP;Europe;Europe;0;1;0;2.918705366;;;;
Cyprus;1974;0.642339;CYP;Europe;Europe;0;1;0;2.395977854;;;;
Cyprus;1975;0.649755;CYP;Europe;Europe;0;1;0;2.083546789;;;;
Cyprus;1976;0.657534;CYP;Europe;Europe;0;1;0;2.121583662;;;;
Cyprus;1977;0.665528;CYP;Europe;Europe;0;1;0;2.503130376;;;;
Cyprus;1978;0.673251;CYP;Europe;Europe;0;1;0;2.623097161;;;;
Cyprus;1979;0.680011;CYP;Europe;Europe;0;1;0;2.656944471;;;;
Cyprus;1980;0.685406;CYP;Europe;Europe;0;1;0;2.685393983;;;;
Cyprus;1981;0.689173;CYP;Europe;Europe;0;1;0;2.54292203;;;;
Cyprus;1982;0.691702;CYP;Europe;Europe;0;1;0;3.074580017;;;;
Cyprus;1983;0.694077;CYP;Europe;Europe;0;1;0;3.22491259;;;;
Cyprus;1984;0.697717;CYP;Europe;Europe;0;1;0;3.229913371;;;;
Cyprus;1985;0.703687;CYP;Europe;Europe;0;1;0;3.573223626;;1.319;;
Cyprus;1986;0.712341;CYP;Europe;Europe;0;1;0;3.698954822;;1.423;;
Cyprus;1987;0.72338;CYP;Europe;Europe;0;1;0;4.588158363;;1.501;;
Cyprus;1988;0.736479;CYP;Europe;Europe;0;1;0;4.668476518;;1.647;;
Cyprus;1989;0.751044;CYP;Europe;Europe;0;1;0;4.742381477;;1.831;;
Cyprus;1990;0.766614;CYP;Europe;Europe;0;1;0;4.970187105;;1.974;;
Cyprus;1991;0.783129;CYP;Europe;Europe;0;1;0;5.139325696;;2.077;;
Cyprus;1992;0.800609;CYP;Europe;Europe;0;1;0;6.03914136;;lut.43;;
Cyprus;1993;0.818751;CYP;Europe;Europe;0;1;0;6.277545741;;lut.59;;
Cyprus;1994;0.83711;CYP;Europe;Europe;0;1;0;6.30860769;;2.685;;
Cyprus;1995;0.855384;CYP;Europe;Europe;0;1;0;6.742839228;;2.497;;
Cyprus;1996;0.873423;CYP;Europe;Europe;0;1;0;6.846588909;;2.609;;
Cyprus;1997;0.891192;CYP;Europe;Europe;0;1;0;6.87375225;;2.728;;
Cyprus;1998;0.908704;CYP;Europe;Europe;0;1;0;7.225120451;;2.991;;
Cyprus;1999;0.92605;CYP;Europe;Europe;0;1;0;7.590814726;;3.139;;
Cyprus;2000;0.943286;CYP;Europe;Europe;0;1;0;7.97593224;;mar.37;;
Cyprus;2001;0.960282;CYP;Europe;Europe;0;1;0;8.090136201;;3.551;;
Cyprus;2002;0.976966;CYP;Europe;Europe;0;1;0;7.945569531;;3.785;;
Cyprus;2003;0.993563;CYP;Europe;Europe;0;1;0;8.493194148;;4.052;;
Cyprus;2004;1.01041;CYP;Europe;Europe;0;1;0;8.277335303;;4.201;;
Cyprus;2005;1.027658;CYP;Europe;Europe;0;1;0;9.316718742;;4.377;;
Cyprus;2006;1.045509;CYP;Europe;Europe;0;1;0;9.142110268;;4.652;;
Cyprus;2007;1.063712;CYP;Europe;Europe;0;1;0;9.322417697;;4.871;;
Cyprus;2008;1.081563;CYP;Europe;Europe;0;1;0;9.487127984;;5.079;;
Cyprus;2009;1.098076;CYP;Europe;Europe;0;1;0;9.179210974;;5.215;;
Cyprus;2010;1.112607;CYP;Europe;Europe;0;1;0;8.828808369;;5.322;;
Cyprus;2011;1.124835;CYP;Europe;Europe;0;1;0;8.702955158;;4.929;;
Cyprus;2012;1.135062;CYP;Europe;Europe;0;1;0;8.135052481;;4.717;;
Cyprus;2013;1.143896;CYP;Europe;Europe;0;1;0;7.252134704;;kwi.29;;
Cyprus;2014;1.152309;CYP;Europe;Europe;0;1;0;7.325073791;;4.352;;
Cyprus;2015;1.160985;CYP;Europe;Europe;0;1;0;7.497763315;;4.53459;;
Cyprus;2016;1.170125;CYP;Europe;Europe;0;1;0;8.112640748;;4.88801;;
Cyprus;2017;1.179551;CYP;Europe;Europe;0;1;0;8.309006428;;5.00437;;
Cyprus;2018;1.189085;CYP;Europe;Europe;0;1;0;8.229805215;;5.04888;;
Czech Republic;1965;9.811407;CZE;Europe;Europe;0;1;1;156.2014892;;;;
Czech Republic;1966;9.821115;CZE;Europe;Europe;0;1;1;156.9696305;;;;
Czech Republic;1967;9.817192;CZE;Europe;Europe;0;1;1;153.7643325;;;;
Czech Republic;1968;9.80804;CZE;Europe;Europe;0;1;1;160.3789719;;;;
Czech Republic;1969;9.805458;CZE;Europe;Europe;0;1;1;167.2353314;;;;
Czech Republic;1970;9.817817;CZE;Europe;Europe;0;1;1;172.4973544;;;;
Czech Republic;1971;9.847386;CZE;Europe;Europe;0;1;1;180.9513053;;;;
Czech Republic;1972;9.891283;CZE;Europe;Europe;0;1;1;180.6948551;;;;
Czech Republic;1973;9.946376;CZE;Europe;Europe;0;1;1;180.6282719;;;;
Czech Republic;1974;10.007469;CZE;Europe;Europe;0;1;1;181.3659917;;;;
Czech Republic;1975;10.070144;CZE;Europe;Europe;0;1;1;188.1274053;;;;
Czech Republic;1976;10.134717;CZE;Europe;Europe;0;1;1;193.7036038;;;;
Czech Republic;1977;10.200921;CZE;Europe;Europe;0;1;1;199.1912711;;;;
Czech Republic;1978;10.263109;CZE;Europe;Europe;0;1;1;201.4917056;;;;
Czech Republic;1979;10.314154;CZE;Europe;Europe;0;1;1;202.5633459;;;;
Czech Republic;1980;10.349271;CZE;Europe;Europe;0;1;1;195.4711263;;;;
Czech Republic;1981;10.365718;CZE;Europe;Europe;0;1;1;194.6295983;42.667325;;;
Czech Republic;1982;10.365453;CZE;Europe;Europe;0;1;1;191.928386;43.116595;;;
Czech Republic;1983;10.354307;CZE;Europe;Europe;0;1;1;191.6981239;43.8195;;;
Czech Republic;1984;10.340848;CZE;Europe;Europe;0;1;1;196.0662984;44.46493;;;
Czech Republic;1985;10.33137;CZE;Europe;Europe;0;1;1;194.2112939;43.92091;58.121;;
Czech Republic;1986;10.327528;CZE;Europe;Europe;0;1;1;192.1765651;43.82894;60.606;;
Czech Republic;1987;10.327732;CZE;Europe;Europe;0;1;1;190.8154615;43.585895;62.196;;
Czech Republic;1988;10.331215;CZE;Europe;Europe;0;1;1;191.2481602;42.54355;64.334;;
Czech Republic;1989;10.33617;CZE;Europe;Europe;0;1;1;185.1341451;40.734375;65.131;;
Czech Republic;1990;10.341169;CZE;Europe;Europe;0;1;1;155.3293735;36.29049782;62.56;;
Czech Republic;1991;10.34675;CZE;Europe;Europe;0;1;1;143.2104594;33.91552306;60.528;;
Czech Republic;1992;10.353318;CZE;Europe;Europe;0;1;1;136.6369053;31.4169154;59.293;;
Czech Republic;1993;10.358972;CZE;Europe;Europe;0;1;1;134.0896746;30.75639025;58.882;;
Czech Republic;1994;10.361242;CZE;Europe;Europe;0;1;1;128.6397963;28.10337;58.705;;
Czech Republic;1995;10.358456;CZE;Europe;Europe;0;1;1;130.4257031;27.22660241;60.847;;
Czech Republic;1996;10.35057;CZE;Europe;Europe;0;1;1;133.2109989;27.55231977;64.257;;
Czech Republic;1997;10.338593;CZE;Europe;Europe;0;1;1;127.2943368;27.96877516;64.598;;
Czech Republic;1998;10.323488;CZE;Europe;Europe;0;1;1;121.5546719;26.10133;64.93;;
Czech Republic;1999;10.306645;CZE;Europe;Europe;0;1;1;113.8602734;23.13349;64.692;;
Czech Republic;2000;10.289594;CZE;Europe;Europe;0;1;1;124.0044334;25.0486;73.466;;
Czech Republic;2001;10.271204;CZE;Europe;Europe;0;1;1;124.8315411;25.347075;74.6472;;
Czech Republic;2002;10.252439;CZE;Europe;Europe;0;1;1;121.0293319;24.254859;76.348;;
Czech Republic;2003;10.239277;CZE;Europe;Europe;0;1;1;124.2436864;24.385213;83.2266;;
Czech Republic;2004;10.239536;CZE;Europe;Europe;0;1;1;125.0318854;23.40751654;84.3331;;
Czech Republic;2005;10.258176;CZE;Europe;Europe;0;1;1;123.4596982;23.569974;82.5786;;
Czech Republic;2006;10.298288;CZE;Europe;Europe;0;1;1;125.3530103;23.861561;84.3609;;
Czech Republic;2007;10.356586;CZE;Europe;Europe;0;1;1;124.8571871;23.804004;88.0238;;
Czech Republic;2008;10.423794;CZE;Europe;Europe;0;1;1;119.9769057;22.785188;83.5164;;
Czech Republic;2009;10.486845;CZE;Europe;Europe;0;1;1;113.3211399;20.853307;82.25;;
Czech Republic;2010;10.536286;CZE;Europe;Europe;0;1;1;116.3054228;20.83772;85.9001;;
Czech Republic;2011;10.568715;CZE;Europe;Europe;0;1;1;112.8107525;21.014948;87.5606;;
Czech Republic;2012;10.586755;CZE;Europe;Europe;0;1;1;108.9810118;20.284083;87.5737;;
Czech Republic;2013;10.594481;CZE;Europe;Europe;0;1;1;104.8137925;17.778014;87.0649;;
Czech Republic;2014;10.598526;CZE;Europe;Europe;0;1;1;101.7064416;16.994788;86.0034;;
Czech Republic;2015;10.603762;CZE;Europe;Europe;0;1;1;102.8986517;16.9179;83.8884;;
Czech Republic;2016;10.610947;CZE;Europe;Europe;0;1;1;104.8582095;16.109688;83.3019;;
Czech Republic;2017;10.618303;CZE;Europe;Europe;0;1;1;103.003372;15.28239;87.0376;;
Czech Republic;2018;10.62525;CZE;Europe;Europe;0;1;1;103.2474039;14.64227991;87.9964;;
Dem. Repub. of Congo;1995;41.595744;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;1996;42.770544;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;1997;43.830146;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;1998;44.840529;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;1999;45.898667;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2000;47.076387;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2001;48.394338;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2002;49.835756;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2003;51.390033;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2004;53.034217;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2005;54.751476;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2006;56.543011;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2007;58.417562;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2008;60.373608;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2009;62.409435;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2010;64.523263;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2011;66.713597;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2012;68.978682;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2013;71.316033;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2014;73.72286;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2015;76.196619;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2016;78.736153;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2017;81.339988;COD;Africa;Middle Africa;0;0;0;;;;;
Dem. Repub. of Congo;2018;84.004989;COD;Africa;Middle Africa;0;0;0;;;;;
Denmark;1965;4.76046;DNK;Europe;Europe;0;1;1;47.70917456;;;;
Denmark;1966;4.796487;DNK;Europe;Europe;0;1;1;54.28165636;;;;
Denmark;1967;4.831752;DNK;Europe;Europe;0;1;1;54.01827506;;;;
Denmark;1968;4.866068;DNK;Europe;Europe;0;1;1;56.09466989;;;;
Denmark;1969;4.899291;DNK;Europe;Europe;0;1;1;63.90701054;;;;
Denmark;1970;4.931241;DNK;Europe;Europe;0;1;1;67.53165856;;;0;
Denmark;1971;4.961762;DNK;Europe;Europe;0;1;1;63.16191092;;;0;
Denmark;1972;4.990546;DNK;Europe;Europe;0;1;1;66.63602745;;;0;0.097730307
Denmark;1973;5.017248;DNK;Europe;Europe;0;1;1;64.98134499;;;0;0.146194927
Denmark;1974;5.041419;DNK;Europe;Europe;0;1;1;59.20479521;;;0;0.097463284
Denmark;1975;5.062729;DNK;Europe;Europe;0;1;1;56.42351873;;;0;0.146194927
Denmark;1976;5.081267;DNK;Europe;Europe;0;1;1;62.48924089;;;0;0.195460614
Denmark;1977;5.097045;DNK;Europe;Europe;0;1;1;63.89860947;;;0;0.487316422
Denmark;1978;5.10969;DNK;Europe;Europe;0;1;1;65.65844376;;;0;0.389853138
Denmark;1979;5.118707;DNK;Europe;Europe;0;1;1;66.2423531;;;0;0.389853138
Denmark;1980;5.123945;DNK;Europe;Europe;0;1;1;66.17768198;;;0;0.293190921
Denmark;1981;5.125298;DNK;Europe;Europe;0;1;1;58.92065794;;;0;0.730974633
Denmark;1982;5.123349;DNK;Europe;Europe;0;1;1;57.39761356;;;0;1.656875834
Denmark;1983;5.119607;DNK;Europe;Europe;0;1;1;54.39306318;;;0;2.095460614
Denmark;1984;5.116058;DNK;Europe;Europe;0;1;1;55.30668213;;;0.207962167;2.296662216
Denmark;1985;5.114243;DNK;Europe;Europe;0;1;1;62.6698058;;29.14304444;1.005748065;2.923898531
Denmark;1986;5.114657;DNK;Europe;Europe;0;1;1;63.61741905;;30.78308889;1.705827601;3.606141522
Denmark;1987;5.117277;DNK;Europe;Europe;0;1;1;60.97783778;;29.48931111;2.174190671;4.532042724
Denmark;1988;5.122441;DNK;Europe;Europe;0;1;1;59.66383552;;28.0695;2.147299011;4.69105474
Denmark;1989;5.130361;DNK;Europe;Europe;0;1;1;53.9845021;;22.93352222;2.753705933;5.457943925
Denmark;1990;5.141115;DNK;Europe;Europe;0;1;1;55.84633941;;25.97718889;2.811971195;5.896528705
Denmark;1991;5.154908;DNK;Europe;Europe;0;1;1;65.52153282;;36.5405;3.532952166;6.919893191
Denmark;1992;5.17165;DNK;Europe;Europe;0;1;1;59.9940064;;30.73337778;3.680051217;7.671829105
Denmark;1993;5.190742;DNK;Europe;Europe;0;1;1;63.37545635;;33.96900278;4.037222806;8.186915888
Denmark;1994;5.211334;DNK;Europe;Europe;0;1;1;68.18923401;;40.19660556;4.37434739;9.015353805
Denmark;1995;5.232704;DNK;Europe;Europe;0;1;1;65.38009887;;36.66305;4.73646181;9.064085447
Denmark;1996;5.25486;DNK;Europe;Europe;0;1;1;79.07781211;;53.57758056;5.755393146;10.16395194
Denmark;1997;5.277711;DNK;Europe;Europe;0;1;1;69.16585486;;44.31163611;7.045496556;11.2082777
Denmark;1998;5.300379;DNK;Europe;Europe;0;1;1;64.8615237;;41.11068889;6.781341181;11.59813084
Denmark;1999;5.321774;DNK;Europe;Europe;0;1;1;61.49523122;;38.91459444;6.951850741;14.57076101
Denmark;2000;5.341194;DNK;Europe;Europe;0;1;1;57.52517808;;36.04884167;7.308242751;17.73805073
Denmark;2001;5.358062;DNK;Europe;Europe;0;1;1;57.67969596;;37.72620833;7.513628593;16.95861148
Denmark;2002;5.372801;DNK;Europe;Europe;0;1;1;56.79137194;;39.28264444;7.603017704;18.07943925
Denmark;2003;5.386968;DNK;Europe;Europe;0;1;1;61.99009643;;46.17945833;7.202539787;17.93324433
Denmark;2004;5.402761;DNK;Europe;Europe;0;1;1;56.01021717;;40.43985;8.491686006;19.05740988
Denmark;2005;5.421702;DNK;Europe;Europe;0;1;1;53.27899657;;36.24135;9.383499044;18.51683
Denmark;2006;5.444303;DNK;Europe;Europe;0;1;1;61.67872043;;45.60229167;9.323266573;16.83866
Denmark;2007;5.469957;DNK;Europe;Europe;0;1;1;56.84938203;;39.31546944;8.267558529;15.168849
Denmark;2008;5.497795;DNK;Europe;Europe;0;1;1;54.16289942;;36.61614722;9.019875857;14.035467
Denmark;2009;5.526447;DNK;Europe;Europe;0;1;1;50.56304282;;36.384475;7.529451358;12.902931
Denmark;2010;5.554844;DNK;Europe;Europe;0;1;1;51.30773071;;38.86278889;7.339586214;12.156576
Denmark;2011;5.582873;DNK;Europe;Europe;0;1;1;46.41443039;;35.22922778;5.896064438;10.94062
Denmark;2012;5.61066;DNK;Europe;Europe;0;1;1;40.96279655;;30.70193333;5.15150039;9.979991
Denmark;2013;5.637817;DNK;Europe;Europe;0;1;1;43.43099745;;34.74216667;4.276513677;8.682906
Denmark;2014;5.663914;DNK;Europe;Europe;0;1;1;40.09005745;;32.18255;4.127819715;8.130409
Denmark;2015;5.688695;DNK;Europe;Europe;0;1;1;36.80084634;;28.93433333;4.121707018;7.689812
Denmark;2016;5.71187;DNK;Europe;Europe;0;1;1;37.97839294;;30.53554444;4.041360834;6.924374
Denmark;2017;5.733551;DNK;Europe;Europe;0;1;1;35.48304004;;31.039275;4.342243016;6.736967
Denmark;2018;5.754356;DNK;Europe;Europe;0;1;1;35.66194833;;30.49233135;3.691110387;5.665787
Ecuador;1965;5.250119;ECU;S. & Cent. America;South America;1;0;0;2.06851262;;;;0.428781204
Ecuador;1966;5.405685;ECU;S. & Cent. America;South America;1;0;0;2.150559379;;;;0.375183554
Ecuador;1967;5.566057;ECU;S. & Cent. America;South America;1;0;0;2.312434258;;;;0.321585903
Ecuador;1968;5.730906;ECU;S. & Cent. America;South America;1;0;0;2.763360844;;;;0.268722467
Ecuador;1969;5.899845;ECU;S. & Cent. America;South America;1;0;0;2.931986659;;;;0.214390602
Ecuador;1970;6.072527;ECU;S. & Cent. America;South America;1;0;0;3.480899898;;;;0.214390602
Ecuador;1971;6.248835;ECU;S. & Cent. America;South America;1;0;0;3.802886914;;;;0.214390602
Ecuador;1972;6.428711;ECU;S. & Cent. America;South America;1;0;0;3.839428403;;;;4.192070485
Ecuador;1973;6.611916;ECU;S. & Cent. America;South America;1;0;0;4.320807513;;;;11.20190896
Ecuador;1974;6.798206;ECU;S. & Cent. America;South America;1;0;0;4.810389171;;;;9.486784141
Ecuador;1975;6.987391;ECU;S. & Cent. America;South America;1;0;0;4.833906421;;;;8.629221733
Ecuador;1976;7.179399;ECU;S. & Cent. America;South America;1;0;0;5.62021789;;;;10.10396476
Ecuador;1977;7.374234;ECU;S. & Cent. America;South America;1;0;0;6.80158867;;;;9.839835561
Ecuador;1978;7.571959;ECU;S. & Cent. America;South America;1;0;0;6.931361159;;;;10.88965644
Ecuador;1979;7.772653;ECU;S. & Cent. America;South America;1;0;0;7.310104592;;;;11.53282824
Ecuador;1980;7.976445;ECU;S. & Cent. America;South America;1;0;0;9.148146242;;;;11.0269801
Ecuador;1981;8.183194;ECU;S. & Cent. America;South America;1;0;0;10.02904063;;;;11.37203529
Ecuador;1982;8.39294;ECU;S. & Cent. America;South America;1;0;0;10.92204204;;;;11.37203529
Ecuador;1983;8.606213;ECU;S. & Cent. America;South America;1;0;0;10.06015758;;;;12.81917186
Ecuador;1984;8.823751;ECU;S. & Cent. America;South America;1;0;0;10.59784049;;;;13.94358997
Ecuador;1985;9.045979;ECU;S. & Cent. America;South America;1;0;0;12.81931095;;4.558;;15.22330186
Ecuador;1986;9.272906;ECU;S. & Cent. America;South America;1;0;0;13.00280951;;5.012;;15.86647367
Ecuador;1987;9.504129;ECU;S. & Cent. America;South America;1;0;0;13.06383058;;5.384;;9.388922224
Ecuador;1988;9.739176;ECU;S. & Cent. America;South America;1;0;0;12.56556768;;5.641;;16.50113289
Ecuador;1989;9.977377;ECU;S. & Cent. America;South America;1;0;0;12.95100102;;5.769;;15.24039951
Ecuador;1990;10.218091;ECU;S. & Cent. America;South America;1;0;0;13.16906642;;6.3488547;;15.52275563
Ecuador;1991;10.46099;ECU;S. & Cent. America;South America;1;0;0;15.01000915;;6.9744558;;16.30458826
Ecuador;1992;10.705667;ECU;S. & Cent. America;South America;1;0;0;14.57564874;;7.1960273;;17.45569995
Ecuador;1993;10.951202;ECU;S. & Cent. America;South America;1;0;0;15.25638732;;7.411305;;18.72581591
Ecuador;1994;11.196479;ECU;S. & Cent. America;South America;1;0;0;16.45996828;;8.1439969;;20.60173368
Ecuador;1995;11.440583;ECU;S. & Cent. America;South America;1;0;0;15.9383837;;8.4285968;;20.99904937
Ecuador;1996;11.683479;ECU;S. & Cent. America;South America;1;0;0;17.96581188;;9.6792006;;20.92689926
Ecuador;1997;11.924993;ECU;S. & Cent. America;South America;1;0;0;20.51778503;;10.3617494;;21.08411254
Ecuador;1998;12.163885;ECU;S. & Cent. America;South America;1;0;0;20.86550577;;10.8903525;;20.44094073
Ecuador;1999;12.398691;ECU;S. & Cent. America;South America;1;0;0;18.95484358;;10.30811927;;20.33374543
Ecuador;2000;12.628596;ECU;S. & Cent. America;South America;1;0;0;20.25884157;;10.61243912;;21.59245253
Ecuador;2001;12.852755;ECU;S. & Cent. America;South America;1;0;0;20.86717588;;11.04980115;;21.90864031
Ecuador;2002;13.07206;ECU;S. & Cent. America;South America;1;0;0;20.27357667;;11.88755825;;21.07321004
Ecuador;2003;13.289601;ECU;S. & Cent. America;South America;1;0;0;20.37130369;;11.54613178;;22.46674895
Ecuador;2004;13.509647;ECU;S. & Cent. America;South America;1;0;0;23.08998028;;12.58484425;;28.33270697
Ecuador;2005;13.735233;ECU;S. & Cent. America;South America;1;0;0;25.22107608;;13.40402257;;28.57688111
Ecuador;2006;13.96748;ECU;S. & Cent. America;South America;1;0;0;26.71273938;;15.11584967;;28.77409996
Ecuador;2007;14.205453;ECU;S. & Cent. America;South America;1;0;0;26.99141098;;17.33665515;;27.45605103
Ecuador;2008;14.447562;ECU;S. & Cent. America;South America;1;0;0;27.46861879;;18.60852582;;27.18894779
Ecuador;2009;14.691275;ECU;S. & Cent. America;South America;1;0;0;27.8880945;;18.26461525;;26.11491341
Ecuador;2010;14.93469;ECU;S. & Cent. America;South America;1;0;0;32.13152815;;19.50985383;;26.11605272
Ecuador;2011;15.177355;ECU;S. & Cent. America;South America;1;0;0;32.91149271;;20.54414253;;26.80928055
Ecuador;2012;15.419666;ECU;S. & Cent. America;South America;1;0;0;34.29211174;;22.84795784;;27.09811355
Ecuador;2013;15.661547;ECU;S. & Cent. America;South America;1;0;0;36.55795869;;23.26033004;;28.2427797
Ecuador;2014;15.903112;ECU;S. & Cent. America;South America;1;0;0;38.47709279;;24.30721334;;29.82998158
Ecuador;2015;16.144368;ECU;S. & Cent. America;South America;1;0;0;37.58324434;;25.95019213;;29.10860853
Ecuador;2016;16.385068;ECU;S. & Cent. America;South America;1;0;0;35.45281911;;27.313862;;29.47304123
Ecuador;2017;16.624858;ECU;S. & Cent. America;South America;1;0;0;34.36813767;;28.03291;;28.4771056
Ecuador;2018;16.863425;ECU;S. & Cent. America;South America;1;0;0;37.06608105;;29.37738645;;27.72235117
Egypt;1965;30.875964;EGY;Africa;Northern Africa;0;0;0;22.90155826;;;;6.478
Egypt;1966;31.697616;EGY;Africa;Northern Africa;0;0;0;24.02528581;;;;6.257
Egypt;1967;32.534021;EGY;Africa;Northern Africa;0;0;0;20.12455718;;;;5.581
Egypt;1968;33.377259;EGY;Africa;Northern Africa;0;0;0;21.06265351;;;;8.577
Egypt;1969;34.216826;EGY;Africa;Northern Africa;0;0;0;15.88050104;;;;12.295
Egypt;1970;35.046273;EGY;Africa;Northern Africa;0;0;0;20.20058905;;;0.070346088;16.404
Egypt;1971;35.863382;EGY;Africa;Northern Africa;0;0;0;20.49243834;;;0.070346088;14.952
Egypt;1972;36.673642;EGY;Africa;Northern Africa;0;0;0;23.13213587;;;0.058759673;paü.72
Egypt;1973;37.488067;EGY;Africa;Northern Africa;0;0;0;21.60422878;;;0.047173259;8.479
Egypt;1974;38.322022;EGY;Africa;Northern Africa;0;0;0;24.65927339;;;0.049656062;7.453
Egypt;1975;39.187702;EGY;Africa;Northern Africa;0;0;0;27.57347722;;;0.041380052;11.734
Egypt;1976;40.089032;EGY;Africa;Northern Africa;0;0;0;32.50625674;;;0.314488392;16.61
Egypt;1977;41.026477;EGY;Africa;Northern Africa;0;0;0;34.84863611;;;0.380696475;20.wrz
Egypt;1978;42.004655;EGY;Africa;Northern Africa;0;0;0;36.3230688;;;0.612424764;25.19
Egypt;1979;43.027816;EGY;Africa;Northern Africa;0;0;0;40.10947317;;;0.926913156;26.14
Egypt;1980;44.099142;EGY;Africa;Northern Africa;0;0;0;45.67813525;;;1.804170249;29.78
Egypt;1981;45.216506;EGY;Africa;Northern Africa;0;0;0;52.51593223;;;2.019346518;32.152
Egypt;1982;46.37962;EGY;Africa;Northern Africa;0;0;0;59.05096521;;;2.209694755;33.314
Egypt;1983;47.594556;EGY;Africa;Northern Africa;0;0;0;64.8778569;;;2.59039123;36.43
Egypt;1984;48.868951;EGY;Africa;Northern Africa;0;0;0;70.36119436;;;3.326956148;41.836
Egypt;1985;50.204985;EGY;Africa;Northern Africa;0;0;0;73.13626697;;30.2535;4.080073087;45.067
